,image_id,type,question,answer,address,prediction
307,synpic49369,organ,organ systems evaluated ct scan?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic49369.jpg,"lung, mediastinum, pleura"
308,synpic36218,organ,part body imaged?,gastrointestinal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic36218.jpg,gastrointestinal
309,synpic47608,organ,organ system imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic47608.jpg,skull and contents
310,synpic46516,organ,organ systems evaluated mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic46516.jpg,skull and contents
311,synpic55230,organ,organ system evaluated primarily?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic55230.jpg,skull and contents
312,synpic39301,organ,organ mri showing?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic39301.jpg,skull and contents
313,synpic35275,organ,organ system evaluated primarily?,gastrointestinal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic35275.jpg,genitourinary
314,synpic39472,organ,organ system pictured here?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic39472.jpg,skull and contents
315,synpic19991,organ,organ system primarily present image?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic19991.jpg,skull and contents
316,synpic38220,organ,organ system primarily present image?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic38220.jpg,skull and contents
317,synpic41907,organ,organ image of?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic41907.jpg,skull and contents
318,synpic38591,organ,part body imaged here?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic38591.jpg,skull and contents
319,synpic25311,organ,organ system pictured here?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic25311.jpg,skull and contents
320,synpic47557,organ,organ system pictured here?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic47557.jpg,"lung, mediastinum, pleura"
321,synpic50003,organ,organ system primarily present image?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic50003.jpg,"lung, mediastinum, pleura"
322,synpic18251,organ,organ system primarily present image?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic18251.jpg,skull and contents
323,synpic16242,organ,organ system imaged?,"face, sinuses, and neck",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic16242.jpg,"face, sinuses, and neck"
324,synpic47964,organ,organ captured mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic47964.jpg,skull and contents
325,synpic25139,organ,organ system pictured here?,gastrointestinal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic25139.jpg,genitourinary
326,synpic56302,organ,organ system shown image?,"face, sinuses, and neck",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic56302.jpg,skull and contents
327,synpic52164,organ,ct scan shows organ system?,heart and great vessels,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic52164.jpg,"lung, mediastinum, pleura"
328,synpic45430,organ,organ system primarily present image?,"face, sinuses, and neck",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic45430.jpg,"face, sinuses, and neck"
329,synpic38424,organ,organ system primarily present image?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic38424.jpg,skull and contents
330,synpic18938,organ,organ system evaluated primarily?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic18938.jpg,"lung, mediastinum, pleura"
331,synpic54475,organ,organ system visualized?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic54475.jpg,skull and contents
332,synpic46071,organ,part body mri show?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic46071.jpg,skull and contents
333,synpic26975,organ,organ captured ultrasound?,genitourinary,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic26975.jpg,gastrointestinal
334,synpic41736,organ,organ systems evaluated x-ray?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic41736.jpg,musculoskeletal
335,synpic52038,organ,part body imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic52038.jpg,skull and contents
336,synpic41044,organ,organ system shown mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic41044.jpg,skull and contents
337,synpic26752,organ,organ system pictured here?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic26752.jpg,skull and contents
338,synpic21029,organ,organ system shown image?,vascular and lymphatic,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic21029.jpg,skull and contents
339,synpic28025,organ,part body imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic28025.jpg,skull and contents
340,synpic27699,organ,organ system shown image?,"face, sinuses, and neck",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic27699.jpg,skull and contents
341,synpic44464,organ,organ system visualized?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic44464.jpg,musculoskeletal
342,synpic58717,organ,part body imaged here?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic58717.jpg,skull and contents
343,synpic47804,organ,organ system displayed ct scan?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic47804.jpg,"lung, mediastinum, pleura"
344,synpic16487,organ,organ system imaged?,breast,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic16487.jpg,gastrointestinal
345,synpic19950,organ,organ system imaged?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic19950.jpg,skull and contents
346,synpic33613,organ,organ system visualized?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic33613.jpg,musculoskeletal
347,synpic47187,organ,organ image of?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic47187.jpg,skull and contents
348,synpic58925,organ,organ system imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic58925.jpg,skull and contents
349,synpic58716,organ,organ system imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic58716.jpg,skull and contents
350,synpic42982,organ,organ system evaluated primarily?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic42982.jpg,"lung, mediastinum, pleura"
351,synpic50835,organ,organ system displayed ct scan?,spine and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic50835.jpg,spine and contents
352,synpic31561,organ,part body imaged?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic31561.jpg,"face, sinuses, and neck"
353,synpic37104,organ,mri shows organ system?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic37104.jpg,t2
354,synpic22284,organ,organ image of?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic22284.jpg,skull and contents
355,synpic21941,organ,organ system shown image?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic21941.jpg,"lung, mediastinum, pleura"
356,synpic35129,organ,organ system imaged?,heart and great vessels,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic35129.jpg,"lung, mediastinum, pleura"
357,synpic26814,organ,organ principally shown mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic26814.jpg,skull and contents
358,synpic100313,organ,organ x-ray showing?,spine and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic100313.jpg,musculoskeletal
359,synpic454,organ,organ system imaged?,gastrointestinal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic454.jpg,musculoskeletal
360,synpic50558,organ,part body imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic50558.jpg,skull and contents
361,synpic55352,organ,part body imaged?,spine and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic55352.jpg,spine and contents
362,synpic47476,abnormality,something wrong image?,yes,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic47476.jpg,no
363,synpic58354,abnormality,normal ultrasound?,yes,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic58354.jpg,yes
364,synpic39386,abnormality,image look normal?,yes,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic39386.jpg,yes
365,synpic25627,abnormality,image look normal?,yes,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic25627.jpg,yes
366,synpic49505,abnormality,image normal?,yes,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic49505.jpg,yes
367,synpic28985,abnormality,ultrasound normal?,no,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic28985.jpg,yes
368,synpic29794,abnormality,normal ct scan?,no,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic29794.jpg,yes
369,synpic45122,abnormality,ct scan normal?,no,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic45122.jpg,yes
370,synpic100563,abnormality,image normal?,no,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic100563.jpg,yes
371,synpic25614,abnormality,something wrong image?,no,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic25614.jpg,no
372,synpic53988,abnormality,primary abnormality image?,meningioma,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53988.jpg,meningioma
373,synpic23315,abnormality,alarming ct scan?,sarcoidosis,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic23315.jpg,contrast
374,synpic45521,abnormality,primary abnormality image?,glioblastoma multiforme,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic45521.jpg,meningioma
375,synpic42299,abnormality,abnormal mri?,"brain, cerebral abscess",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic42299.jpg,meningioma
376,synpic41140,abnormality,abnormal ct scan?,acute appendicitis,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic41140.jpg,acute appendicitis
377,synpic19459,abnormality,abnormality seen image?,fibrous dysplasia,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic19459.jpg,acute appendicitis
378,synpic39606,abnormality,abnormality seen image?,meningioma,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic39606.jpg,no
379,synpic58210,abnormality,alarming mri?,ependymoma,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic58210.jpg,arachnoid cyst
380,synpic38637,abnormality,abnormality mri?,yes,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic38637.jpg,no
